ban1,ban2,ban3,ban4,paddy
1081,995,652,3112,2
1099,1008,715,3221,2
1167,1095,857,2779,2
1206,1161,1027,2707,2
1323,1301,1211,2702,2
1302,1191,1003,2652,2
1302,1191,1003,2652,2
1300,1173,1026,2602,2
1145,1056,845,2755,2
1069,990,667,3153,2
1078,1000,657,3404,2
1119,1062,785,3158,2
1343,1298,1132,2723,2
1271,1272,1049,3056,2
1223,1255,1061,3490,2
1223,1255,1061,3490,2
1378,1446,1441,3427,2
1445,1538,1647,3441,2
1308,1373,1259,3445,2
1107,1048,725,3349,2
1170,1114,873,2860,2
1218,1137,906,2683,2
1284,1182,1013,2577,2
1399,1470,1431,2826,2
1355,1387,1393,2161,2
1299,1305,1236,1912,2
1299,1305,1236,1912,2
1277,1233,1073,2104,2
1316,1217,1077,2089,2
1248,1144,979,2084,2
1127,1039,751,2603,2
1111,1028,709,2827,2
1093,1015,677,2974,2
1201,1143,983,2784,2
1370,1321,1225,2290,2
1640,1460,1307,2270,2
1640,1460,1307,2270,2
1620,1327,1262,2096,2
1338,1226,1155,2031,2
1189,1067,933,2466,2
1342,1147,925,2532,2
1422,1258,1084,2393,2
1274,1200,998,2856,2
1131,1090,756,3408,2
1099,1027,742,3368,2
1099,1027,742,3368,2
1240,1168,897,3004,2
1504,1303,1109,2774,2
1189,1127,831,2879,2
1193,1125,938,2737,2
1580,1522,1491,2482,2
1348,1303,1138,2900,2
1092,1053,743,3198,2
1339,1404,1343,3071,2
1527,1644,1696,2842,2
1441,1548,1615,2112,2
1441,1548,1615,2112,2
1296,1318,1291,1883,2
1242,1226,1040,2270,2
1254,1167,978,2190,2
1196,1145,900,2325,2
1102,980,704,2873,2
1081,998,689,3048,2
1263,1204,1026,2884,2
1337,1340,1131,2791,2
1960,1936,1923,2668,2
1960,1936,1923,2668,2
1916,1848,1790,2287,2
1477,1348,1292,2061,2
1332,1175,1053,2083,2
1589,1223,989,2228,2
1687,1292,1120,2047,2
1321,1245,1088,2294,2
1180,1092,845,2854,2
1151,1063,772,2930,2
1151,1063,772,2930,2
1263,1138,892,2734,2
1697,1469,1238,2289,2
1157,1080,853,2418,2
1117,1036,825,2636,2
1300,1285,1116,2796,2
1164,1133,758,3247,2
1117,1051,688,3262,2
1331,1403,1407,2969,2
1646,1842,2012,3111,2
1618,1757,2008,2824,2
1618,1757,2008,2824,2
1480,1570,1617,2186,2
1299,1353,1291,1821,2
1236,1197,1050,2311,2
1285,1181,947,2429,2
1111,1029,791,2478,2
1123,1040,828,2795,2
1215,1137,991,2646,2
1287,1227,978,2898,2
2093,1954,1806,2740,2
2093,1954,1806,2740,2
1818,1782,1810,2498,2
1359,1258,1164,2310,2
1343,1192,1058,1931,2
1430,1137,941,2435,2
1382,1122,953,2152,2
1165,1100,979,2287,2
1135,1083,860,2842,2
1119,1088,769,3077,2
1157,1088,815,2998,2
1157,1088,815,2998,2
1697,1469,1238,2289,2
1157,1080,853,2418,2
1117,1036,825,2636,2
1300,1285,1116,2796,2
1164,1133,758,3247,2
1117,1051,688,3262,2
1285,1236,1198,2055,2
1314,1258,1238,2079,2
1318,1275,1244,2108,2
1316,1273,1246,2089,2
1316,1273,1246,2089,2
1306,1235,1224,2026,2
1273,1189,1137,1993,2
1235,1164,1060,1978,2
1215,1148,1056,1961,2
1230,1154,1066,1955,2
1305,1229,1217,2000,2
1276,1183,1175,1896,2
1287,1221,1256,1968,2
1321,1277,1339,2102,2
1321,1277,1339,2102,2
1312,1286,1305,2150,2
1286,1223,1227,2056,2
1281,1228,1197,2038,2
1296,1240,1235,2058,2
1305,1239,1255,2047,2
1297,1217,1181,2014,2
1307,1264,1239,2103,2
1322,1268,1248,2134,2
1324,1273,1245,2122,2
1324,1273,1245,2122,2
1317,1263,1238,2105,2
1293,1227,1219,1995,2
1276,1206,1177,1988,2
1272,1182,1123,1973,2
1270,1189,1163,1984,2
1248,1168,1158,1912,2
1272,1201,1190,1897,2
1330,1287,1351,2058,2
1308,1281,1308,2144,2
1308,1281,1308,2144,2
1290,1224,1238,2079,2
1290,1219,1224,2021,2
1268,1197,1184,1989,2
1263,1197,1190,1999,2
1293,1227,1234,2029,2
1276,1212,1199,2014,2
1302,1242,1203,2063,2
1318,1259,1227,2090,2
1314,1268,1250,2102,2
1314,1268,1250,2102,2
1319,1268,1238,2098,2
1316,1244,1245,2003,2
1304,1238,1258,1997,2
1295,1214,1231,1993,2
1296,1211,1236,2028,2
1275,1223,1204,1963,2
1333,1303,1315,2047,2
1343,1320,1379,2138,2
1277,1244,1243,2097,2
1277,1244,1243,2097,2
1283,1203,1222,2002,2
1287,1219,1216,2009,2
1303,1225,1217,1999,2
1289,1213,1188,1977,2
1289,1203,1194,2012,2
1294,1227,1220,2026,2
1292,1233,1218,2019,2
1310,1227,1229,2034,2
1314,1268,1250,2102,2
1314,1268,1250,2102,2
1319,1268,1238,2098,2
1316,1244,1245,2003,2
1304,1238,1258,1997,2
1295,1214,1231,1993,2
1296,1211,1236,2028,2
1275,1223,1204,1963,2
1333,1303,1315,2047,2
1343,1320,1379,2138,2
1277,1244,1243,2097,2
1277,1244,1243,2097,2
1283,1203,1222,2002,2
1287,1219,1216,2009,2
1303,1225,1217,1999,2
1289,1213,1188,1977,2
1289,1203,1194,2012,2
1294,1227,1220,2026,2
1292,1233,1218,2019,2
1310,1227,1229,2034,2
1309,1251,1226,2073,2
1309,1251,1226,2073,2
1308,1265,1248,2088,2
1317,1247,1264,2046,2
1320,1268,1286,2014,2
1316,1257,1289,2057,2
1333,1266,1320,2111,2
1328,1261,1275,2087,2
1320,1291,1322,2123,2
1317,1269,1335,2115,2
1290,1234,1252,2022,2
1290,1234,1252,2022,2
1280,1205,1218,1996,2
1270,1199,1201,1999,2
1284,1225,1223,2016,2
1286,1230,1218,2011,2
1287,1215,1209,2012,2
1310,1255,1276,2041,2
1294,1237,1211,2021,2
1298,1232,1220,2024,2
1304,1249,1216,2028,2
1304,1249,1216,2028,2
1319,1261,1254,2053,2
1337,1262,1272,2046,2
1320,1270,1296,2034,2
1325,1266,1284,2062,2
1345,1303,1331,2124,2
1294,1251,1272,2140,2
1292,1243,1271,2127,2
1295,1246,1265,2126,2
1298,1241,1259,2055,2
1298,1241,1259,2055,2
1302,1237,1249,2010,2
1295,1203,1221,2005,2
1272,1203,1206,2033,2
1283,1234,1226,2032,2
1283,1217,1235,2005,2
1331,1263,1267,2085,2
1321,1239,1248,2034,2
1296,1222,1221,2007,2
1302,1233,1234,1995,2
1320,1272,1243,2058,2
1320,1272,1243,2058,2
1333,1269,1308,2054,2
1310,1235,1256,1946,2
1304,1233,1242,1943,2
1290,1258,1270,2105,2
1283,1225,1255,2110,2
1267,1219,1202,2092,2
1269,1225,1191,2056,2
1276,1228,1210,2090,2
1276,1228,1210,2090,2
1299,1233,1250,2095,2
1301,1238,1258,2056,2
1274,1219,1235,2019,2
1279,1214,1208,2005,2
1289,1190,1215,2012,2
1347,1255,1285,2097,2
1338,1259,1272,2071,2
1338,1240,1256,2015,2
1299,1241,1244,2023,2
1321,1265,1262,2060,2
1321,1265,1262,2060,2
1340,1277,1288,2071,2
1304,1252,1262,1960,2
1303,1238,1251,2001,2
1304,1244,1269,2139,2
1256,1218,1173,2040,2
1275,1207,1163,2055,2
1254,1189,1157,2047,2
1257,1192,1191,2062,2
1257,1192,1191,2062,2
1269,1211,1219,2083,2
1289,1236,1245,2090,2
1314,1245,1258,2052,2
1293,1221,1233,2007,2
1262,1200,1203,1989,2
1343,1268,1277,2090,2
1325,1260,1267,2050,2
1332,1266,1273,2010,2
1314,1262,1271,2032,2
1337,1270,1283,2057,2
1337,1270,1283,2057,2
1342,1312,1292,2157,2
1314,1261,1304,2085,2
1317,1269,1299,2152,2
1308,1268,1271,2148,2
1251,1192,1143,2014,2
1260,1202,1162,2009,2
1237,1189,1181,2037,2
1256,1180,1179,2085,2
1256,1180,1179,2085,2
1246,1191,1162,2092,2
1278,1210,1189,2092,2
1301,1244,1242,2073,2
1304,1248,1253,2045,2
1279,1220,1248,2022,2
1326,1258,1237,2087,2
1344,1280,1294,2052,2
1328,1254,1283,2050,2
1348,1274,1286,2100,2
1343,1294,1310,2102,2
1343,1294,1310,2102,2
1295,1266,1247,2102,2
1314,1257,1304,2128,2
1311,1248,1248,2140,2
1301,1242,1221,2084,2
1263,1182,1154,2042,2
1259,1195,1133,2055,2
1241,1179,1139,2037,2
1245,1183,1143,2029,2
1243,1180,1125,2020,2
1243,1180,1125,2020,2
1231,1170,1128,1991,2
1260,1190,1153,2056,2
1278,1220,1188,2086,2
1301,1233,1239,2065,2
1331,1258,1241,2113,2
1317,1254,1255,2027,2
1333,1248,1260,2003,2
1325,1248,1254,2063,2
1328,1264,1265,2152,2
1328,1264,1265,2152,2
1304,1273,1281,2188,2
1307,1250,1248,2105,2
1286,1220,1181,2022,2
1286,1226,1190,2028,2
1261,1197,1161,2007,2
1248,1193,1142,2015,2
1242,1177,1131,2018,2
1235,1185,1129,2016,2
1233,1185,1126,2000,2
1233,1185,1126,2000,2
1246,1175,1128,1991,2
1252,1189,1150,2046,2
1254,1190,1146,2018,2
1271,1224,1183,2064,2
1321,1275,1253,2122,2
1319,1260,1244,2059,2
1306,1256,1248,2066,2
1310,1236,1269,2135,2
1336,1303,1309,2227,2
1336,1303,1309,2227,2
1316,1281,1293,2214,2
1295,1255,1218,2116,2
1279,1221,1182,2030,2
1262,1195,1171,2005,2
1243,1200,1143,1992,2
1244,1186,1126,1986,2
1257,1181,1122,2006,2
1246,1178,1112,2011,2
1254,1180,1132,2012,2
1254,1180,1132,2012,2
1241,1178,1142,2046,2
1243,1166,1135,2000,2
1247,1162,1109,1961,2
1267,1201,1142,2039,2
1332,1280,1271,2125,2
1334,1270,1296,2076,2
1293,1245,1246,2099,2
1310,1236,1269,2135,2
1336,1303,1309,2227,2
1336,1303,1309,2227,2
1316,1281,1293,2214,2
1295,1255,1218,2116,2
1279,1221,1182,2030,2
1262,1195,1171,2005,2
1243,1200,1143,1992,2
1244,1186,1126,1986,2
1257,1181,1122,2006,2
1246,1178,1112,2011,2
1254,1180,1132,2012,2
1254,1180,1132,2012,2
1241,1178,1142,2046,2
1243,1166,1135,2000,2
1247,1162,1109,1961,2
1267,1201,1142,2039,2
1332,1280,1271,2125,2
1334,1270,1296,2076,2
1293,1245,1246,2099,2
1316,1261,1298,2173,2
1358,1317,1362,2244,2
1358,1317,1362,2244,2
1332,1275,1301,2147,2
1304,1263,1240,2118,2
1286,1253,1209,2084,2
1276,1193,1173,2021,2
1257,1178,1125,1987,2
1256,1191,1121,2011,2
1266,1209,1128,2034,2
1248,1199,1118,2024,2
1233,1183,1118,2059,2
1233,1183,1118,2059,2
1242,1179,1134,2083,2
1243,1176,1144,2023,2
1253,1183,1125,2009,2
1259,1208,1164,2025,2
1349,1316,1334,2195,2
1309,1265,1303,2070,2
1302,1258,1282,2132,2
1343,1309,1350,2194,2
1356,1318,1352,2220,2
1356,1318,1352,2220,2
1325,1262,1268,2079,2
1312,1261,1250,2093,2
1301,1267,1247,2159,2
1297,1210,1201,2123,2
1256,1177,1114,1966,2
1266,1205,1133,1995,2
1273,1223,1161,2017,2
1260,1213,1149,2031,2
1233,1193,1116,2094,2
1233,1193,1116,2094,2
1237,1186,1117,2108,2
1232,1184,1136,2031,2
1263,1205,1144,2026,2
1269,1221,1187,2061,2
1350,1298,1317,2128,2
1303,1269,1263,2099,2
1323,1279,1257,2153,2
1307,1280,1238,2188,2
1297,1280,1239,2177,2
1297,1280,1239,2177,2
1308,1276,1237,2049,2
1319,1279,1281,2091,2
1306,1265,1215,2176,2
1285,1234,1204,2128,2
1268,1207,1160,2020,2
1273,1177,1144,2007,2
1258,1184,1160,2005,2
1261,1207,1185,2027,2
1275,1200,1182,2077,2
1275,1200,1182,2077,2
1254,1205,1147,2108,2
1234,1174,1108,2048,2
1238,1180,1115,2016,2
1233,1185,1150,2001,2
1307,1270,1251,2075,2
1318,1282,1268,2159,2
1295,1267,1241,2164,2
1252,1224,1151,2123,2
1262,1228,1147,2103,2
1262,1228,1147,2103,2
1284,1239,1212,2024,2
1319,1273,1273,2038,2
1311,1266,1238,2060,2
1282,1238,1197,2024,2
1279,1231,1206,2138,2
1282,1216,1167,2063,2
1268,1190,1145,2020,2
1266,1192,1138,2043,2
1285,1219,1184,2083,2
1285,1219,1184,2083,2
1282,1239,1185,2109,2
1254,1210,1157,2073,2
1244,1195,1141,2119,2
1236,1170,1119,1943,2
1289,1228,1205,2104,2
1306,1258,1232,2153,2
1292,1259,1215,2165,2
1264,1228,1153,2107,2
1264,1222,1131,2152,2
1264,1222,1131,2152,2
1286,1224,1185,2061,2
1300,1231,1208,1988,2
1291,1230,1208,1993,2
1292,1239,1223,2025,2
1264,1223,1196,2106,2
1277,1237,1197,2136,2
1282,1220,1159,2119,2
1246,1185,1107,2085,2
1263,1212,1131,2068,2
1263,1212,1131,2068,2
1285,1231,1183,2078,2
1291,1242,1190,2101,2
1279,1208,1204,2110,2
1203,1138,1026,2111,2
1319,1280,1278,2141,2
1315,1254,1229,2043,2
1302,1221,1209,2021,2
1283,1225,1156,2021,2
1275,1240,1176,2112,2
1275,1240,1176,2112,2
1272,1242,1184,2098,2
1287,1231,1181,2043,2
1293,1238,1181,2075,2
1287,1243,1179,2077,2
1316,1236,1222,2036,2
1294,1248,1210,2047,2
1299,1270,1219,2160,2
1290,1252,1222,2215,2
1270,1230,1185,2125,2
1270,1230,1185,2125,2
1267,1240,1201,2088,2
1276,1182,1149,2152,2
1250,1245,1124,2478,2
1269,1248,1189,2492,2
1308,1253,1245,2064,2
1315,1250,1248,2034,2
1306,1247,1237,2013,2
1283,1227,1175,1992,2
1249,1221,1160,2028,2
1249,1221,1160,2028,2
1262,1217,1123,2056,2
1273,1205,1124,2075,2
1262,1202,1133,2062,2
1246,1182,1104,2020,2
1318,1247,1237,2051,2
1328,1261,1241,2104,2
1314,1274,1247,2135,2
1319,1266,1255,2129,2
1321,1281,1273,2197,2
1321,1281,1273,2197,2
1281,1223,1195,2111,2
1247,1172,1043,2334,2
1228,1235,1034,2564,2
1221,1165,1061,2109,2
